date, pm25, pm10, o3, no2, so2, co
2025/8/12, 75, 56, 22, 6, 5, 5
2025/8/13, 76, 57, 7, 7, 4, 5
2025/8/14, 77, 58, 27, 6, 5, 5
2025/8/15, 75, 58, 26, 7, 14, 6
2025/8/16, 77, 59, 9, 7, 16, 5
2025/8/17, 88, 58, 20, 6, 38, 9
2025/8/18, 76, 59, 24, 6, 4, 5
2025/8/19, 78, 56, 36, 4, 6, 6
2025/8/20, 77, 57, 24, 5, 5, 5
2025/8/21, 82, 58, 24, 5, 6, 5
2025/8/22, 76, 57, 37, 5, 4, 13
2025/8/23, 72, 57, 27, 6, 5, 5
2025/8/24, 79, 54, 27, 5, 6, 10
2025/8/25, 82, 56, 38, 4, 5, 18
2025/8/26, 73, 56, 32, 5, 5, 14
2025/8/27, 63, 56, 33, 5, 5, 11
2025/8/28, 68, 53, 24, 5, 5, 13
2025/8/29, 69, 57, 24, 4, 4, 14
2025/8/30, 80, , , , , 
2025/9/1, 81, 56, 21, 5, 4, 7
2025/9/2, 76, 53, 19, 6, 5, 12
2025/9/3, 73, 58, 22, 3, 5, 8
2025/9/4, 75, 57, 20, 3, 6, 12
2025/9/5, 73, 57, 13, 2, 4, 6
2025/9/6, 68, 56, 12, 2, 4, 8
2025/9/7, 79, 57, 15, 2, 5, 10
2025/9/8, 79, 54, 14, 3, 6, 5
2025/9/9, 76, 54, 83, 4, 4, 9
2025/9/10, 65, 54, 27, 4, 5, 20
2025/9/11, 69, 57, 27, 4, 6, 17
2025/9/12, 74, 59, 120, 5, 4, 18
2025/9/13, 79, 59, , 6, 4, 30
2025/9/14, 79, 57, 32, 6, 4, 24
2025/9/15, 79, 60, 29, 6, 5, 16
2025/9/16, 80, 56, 32, 3, 4, 7
2025/9/17, 75, 57, 500, 2, 3, 10
2025/9/18, 80, 56, 29, 2, 3, 21
2025/9/19, 76, 56, 25, 4, 4, 15
2025/9/20, 76, 59, 27, 4, 5, 13
2025/9/21, 74, 58, 25, 3, 4, 6
2025/9/22, 76, 55, 20, 3, 5, 11
2025/9/23, 80, 57, 24, 5, 4, 28
2025/9/24, 80, , , , , 
2025/9/29, 78, 56, 22, 3, 5, 2
2025/9/30, 73, 52, 20, 3, 8, 2
2025/4/1, 123, 58, , 4, 12, 2
2025/4/2, 116, 56, 20, 4, 9, 2
2025/4/3, 127, 49, 47, 4, 8, 5
2025/4/4, 105, 55, 40, 4, 8, 4
2025/4/5, 110, 54, 16, 5, 12, 2
2025/4/6, 109, 50, 17, 5, 13, 4
2025/4/7, 108, 49, 10, 5, 13, 4
2025/4/8, 97, 53, 9, 4, 12, 6
2025/4/9, 96, 55, 8, 4, 10, 1
2025/4/10, 85, 58, 8, 5, 5, 3
2025/4/11, 98, 55, 14, 5, 4, 3
2025/4/12, 110, 51, 19, 5, 13, 8
2025/4/13, 102, 47, 18, 5, 9, 2
2025/4/14, 95, 60, 3, 5, 33, 4
2025/4/15, 85, 64, 9, 4, 5, 6
2025/4/16, 114, 61, 14, 4, 6, 7
2025/4/17, 95, 60, 14, 4, 16, 6
2025/4/18, 76, 60, 13, 4, 10, 5
2025/4/19, 89, 58, 18, 5, 3, 1
2025/4/20, 87, 57, 14, 5, 13, 2
2025/4/21, 77, 54, 12, 5, 21, 2
2025/4/22, 81, 53, 5, 4, 250, 3
2025/4/23, 87, 53, 2, 4, 2, 4
2025/4/24, 83, 56, 10, 5, 8, 4
2025/4/25, 89, 58, 13, 5, 8, 3
2025/4/26, 97, 53, 164, 5, 4, 12
2025/4/27, 83, 59, 18, 4, 4, 4
2025/4/28, 86, 56, 15, 5, 12, 3
2025/4/29, 82, 57, 16, 4, 9, 3
2025/4/30, 78, 55, 26, 4, 144, 7
2025/5/1, 78, 59, 32, 5, 36, 7
2025/5/2, 74, 55, 15, 5, 3, 4
2025/5/3, 80, , , , , 
2025/5/5, 76, 58, 19, 4, 3, 5
2025/5/6, 83, 53, 15, 5, 3, 2
2025/5/7, 75, 55, 38, 5, 3, 2
2025/5/8, 84, 59, 14, 5, 4, 4
2025/5/9, 86, 58, 16, 6, 4, 5
2025/5/10, 77, 57, 6, 6, 3, 5
2025/5/11, 73, 59, 15, 5, 3, 6
2025/5/12, 79, 57, 13, 5, 5, 5
2025/5/13, 81, 57, 19, 5, 5, 4
2025/5/14, 81, 54, 8, 4, 3, 3
2025/5/15, 76, 56, 10, 5, 4, 3
2025/5/16, 81, 57, 4, 5, 4, 4
2025/5/17, 83, 56, 2, 5, 4, 5
2025/5/18, 82, 57, 7, 5, 3, 5
2025/5/19, 80, 56, 10, 4, 3, 4
2025/5/20, 89, 58, 9, 5, 3, 4
2025/5/21, 84, 57, 14, 6, 3, 4
2025/5/22, 80, 57, 4, 4, 4, 3
2025/5/23, 81, 57, 21, 4, 5, 3
2025/5/24, 86, 57, 37, 5, 6, 4
2025/5/25, 78, 54, 96, 5, 4, 3
2025/5/26, 84, 51, 20, 5, 4, 4
2025/5/27, 84, 56, 24, 5, 3, 5
2025/5/28, 91, 55, 26, 6, 3, 5
2025/5/29, 84, 55, 500, 6, 3, 3
2025/5/30, 83, 57, 83, 6, 3, 4
2025/5/31, 88, 56, , 6, 2, 3
2025/6/1, 77, 60, 75, 6, 4, 4
2025/6/2, 84, 59, 8, 6, 5, 3
2025/6/3, 85, 56, 8, 5, 4, 3
2025/6/4, 82, 59, 9, 5, 2, 1
2025/6/5, 87, 56, 16, 6, 3, 6
2025/6/6, 83, 57, 12, 5, 5, 4
2025/6/7, 82, 56, 10, 5, 5, 3
2025/6/8, 88, 58, 9, 4, 4, 4
2025/6/9, 81, 61, 8, 4, 4, 6
2025/6/10, 81, 62, 8, 5, 4, 6
2025/6/11, 87, 53, 7, 6, 4, 4
2025/6/12, 80, 55, 14, 7, 4, 6
2025/6/13, 81, 55, 12, 6, 4, 2
2025/6/14, 75, 54, 10, 5, 3, 3
2025/6/15, 76, 58, 11, 4, 3, 3
2025/6/16, 75, 54, 15, 4, 5, 3
2025/6/17, 74, 53, 12, 5, 4, 3
2025/6/18, 75, 56, 13, 6, 10, 3
2025/6/19, 80, 57, 13, 5, 45, 2
2025/6/20, 86, 58, 15, 6, , 2
2025/6/21, 88, 57, 18, 6, 500, 3
2025/6/22, 86, 58, 17, 5, 10, 2
2025/6/23, 79, 57, 16, 4, 4, 2
2025/6/24, 82, 55, 15, 4, 5, 1
2025/6/25, 89, 53, 14, 6, 5, 2
2025/6/26, 83, 56, 14, 6, 5, 2
2025/6/27, 82, 52, 11, 7, 4, 5
2025/6/28, 86, 52, 8, 7, 4, 1
2025/6/29, 86, 54, 7, 7, 5, 3
2025/6/30, 89, 54, 10, 6, 4, 24
2025/1/1, 85, 66, 23, 4, 5, 6
2025/1/2, 83, 62, 15, 5, 4, 2
2025/1/3, 74, 64, 16, 4, 5, 7
2025/1/4, 77, 67, 9, 4, 6, 4
2025/1/5, 82, 62, 19, 4, 5, 4
2025/1/6, 75, 57, 9, 4, 5, 5
2025/1/7, 67, 62, 14, 3, 3, 4
2025/1/8, 75, 64, 14, 3, 4, 5
2025/1/9, 77, 63, 14, 3, 4, 5
2025/1/10, 76, 65, 22, 5, 7, 5
2025/1/11, 86, 66, 21, 4, 6, 4
2025/1/12, 86, 68, 20, 4, 4, 9
2025/1/13, 90, , , , , 
2025/1/16, 67, 59, 15, 4, 4, 4
2025/1/17, 71, 57, 15, 4, 4, 4
2025/1/18, 75, 53, 6, 4, 5, 12
2025/1/19, 76, 57, 14, 1, 3, 5
2025/1/20, 78, 58, 14, 1, 3, 9
2025/1/21, 79, 58, 14, 1, 3, 2
2025/1/22, 79, 60, 20, 2, 3, 4
2025/1/23, 81, 63, 21, 3, 4, 4
2025/1/24, 85, 63, 19, 3, 4, 5
2025/1/25, 85, 63, 4, 3, 4, 4
2025/1/26, 85, 64, 18, 3, 4, 5
2025/1/27, 88, 67, 17, 5, 251, 1
2025/1/28, 97, 68, 6, 5, 4, 2
2025/1/29, 97, 68, 21, 5, 42, 6
2025/1/30, 97, 68, 16, 5, 5, 4
2025/1/31, 97, 67, 17, 5, 5, 4
2025/2/1, 97, 67, 18, 5, 5, 4
2025/2/2, 96, 67, 17, 5, 5, 4
2025/2/3, 97, 61, 18, 7, 8, 5
2025/2/4, 85, 64, 19, 6, 8, 4
2025/2/5, 90, 64, 14, 5, 4, 3
2025/2/6, 82, 63, 16, 5, 3, 5
2025/2/7, 77, 68, 21, 5, 4, 6
2025/2/8, 85, 71, 11, 5, 6, 6
2025/2/9, 92, 67, 19, 5, 5, 4
2025/2/10, 83, 61, 22, 5, 4, 4
2025/2/11, 70, 65, 12, 6, 5, 4
2025/2/12, 82, 65, 15, 6, 5, 18
2025/2/13, 82, 65, , 6, 5, 6
2025/2/14, 82, 65, 14, 5, 5, 6
2025/2/15, 78, 66, 20, 4, 4, 5
2025/2/16, 80, 63, 23, 4, 7, 4
2025/2/17, 78, 58, 24, 5, 8, 3
2025/2/18, 72, 65, 12, 5, 52, 8
2025/2/19, 82, 67, 8, 4, 4, 3
2025/2/20, 89, 62, 16, 3, 3, 5
2025/2/21, 81, 58, 21, 4, 11, 5
2025/2/22, 68, 66, 21, 5, 8, 5
2025/2/23, 84, 66, 25, 3, 7, 4
2025/2/24, 87, 69, 24, 4, 7, 3
2025/2/25, 94, 66, 22, 4, 6, 3
2025/2/26, 87, , , , , 
2025/2/28, 90, 68, 16, 4, 4, 4
2025/3/1, 88, 68, 17, 4, 5, 3
2025/3/2, 85, 68, 15, 5, 6, 5
2025/3/3, 87, 64, 18, 5, 2, 8
2025/3/4, 82, 64, 18, 5, 7, 7
2025/3/5, 82, 63, 17, 5, , 4
2025/3/6, 74, 64, 10, 6, 31, 5
2025/3/7, 75, 63, 24, 5, 6, 6
2025/3/8, 76, 55, 7, 3, 3, 6
2025/3/9, 67, 55, 7, 3, 3, 3
2025/3/10, 66, 55, 7, 4, 3, 4
2025/3/11, 64, 55, 7, 4, 2, 5
2025/3/12, 61, 55, 12, 4, 4, 4
2025/3/13, 75, 56, 12, 4, 5, 5
2025/3/14, 85, , , , , 
2025/3/27, 97, 60, 21, 4, 12, 2
2025/3/28, 91, 57, 16, 4, 20, 3
2025/3/29, 91, , , , , 
2025/3/31, 106, 58, 20, 4, 14, 2
2024/10/1, 74, 59, 13, 3, 18, 2
2024/10/2, 69, 64, 11, 3, 18, 2
2024/10/3, 78, 63, 12, 2, 17, 3
2024/10/4, 79, 62, 500, 2, 55, 4
2024/10/5, 79, 62, 16, 1, 4, 5
2024/10/6, 72, 66, 19, 4, 4, 4
2024/10/7, 83, 65, 19, 3, 7, 4
2024/10/8, 84, 63, 14, 3, 6, 3
2024/10/9, 82, 61, 8, 3, 7, 3
2024/10/10, 77, 66, 4, 4, 10, 3
2024/10/11, 85, 65, 4, 4, 11, 2
2024/10/12, 84, 58, 6, 3, 13, 3
2024/10/13, 74, , , , , 
2024/10/15, 70, 58, 11, 3, 192, 1
2024/10/16, 69, 58, 12, 3, , 1
2024/10/17, 70, 62, 11, 3, 11, 2
2024/10/18, 74, 65, 12, 4, 11, 4
2024/10/19, 77, 65, 11, 4, 10, 4
2024/10/20, 77, 61, 11, 4, 13, 3
2024/10/21, 73, 61, 14, 4, 19, 3
2024/10/22, 76, 65, 14, 4, 26, 4
2024/10/23, 84, 63, 15, 4, 18, 3
2024/10/24, 81, 61, 13, 4, 14, 3
2024/10/25, 79, 62, 9, 4, 15, 4
2024/10/26, 83, 64, 10, 4, 17, 4
2024/10/27, 87, 59, 18, 2, , 4
2024/10/28, 71, 63, 13, 2, , 4
2024/10/29, 75, 68, 10, 4, 13, 3
2024/10/30, 84, 92, 21, 6, 8, 6
2024/10/31, 88, 123, 35, 5, 14, 6
2024/11/1, 108, 67, 23, 5, 7, 8
2024/11/2, 89, 66, 26, 5, 7, 8
2024/11/3, 89, 63, 30, 4, 7, 6
2024/11/4, 78, 61, 29, 3, 8, 4
2024/11/5, 76, 60, 35, 3, 16, 4
2024/11/6, 74, 63, 28, 3, 15, 4
2024/11/7, 79, 59, 35, 3, 13, 4
2024/11/8, 71, 60, 27, 3, 21, 2
2024/11/9, 72, 66, 24, 3, 38, 4
2024/11/10, 82, 66, 27, 3, 14, 1
2024/11/11, 82, 64, 24, 3, 8, 3
2024/11/12, 80, 64, 24, 3, 14, 3
2024/11/13, 80, 63, 8, 4, 23, 3
2024/11/14, 80, 57, , 4, 26, 3
2024/11/15, 66, 58, , 4, 31, 3
2024/11/16, 65, 66, 5, 4, 29, 3
2024/11/17, 82, 64, 30, 4, 27, 4
2024/11/18, 83, 62, 36, 4, 7, 4
2024/11/19, 83, 62, 36, 4, 6, 4
2024/11/20, 81, 58, 35, 3, 9, 3
2024/11/21, 68, 62, 38, 3, 13, 5
2024/11/22, 71, 65, , 4, 13, 4
2024/11/23, 78, 63, 12, 4, 19, 4
2024/11/24, 76, 63, 16, 3, 19, 3
2024/11/25, 72, 59, 1, 3, 15, 4
2024/11/26, 69, 61, 19, 3, 18, 4
2024/11/27, 73, 65, 25, 4, 18, 4
2024/11/28, 77, 61, 25, 3, 34, 3
2024/11/29, 78, 61, 22, 3, 31, 3
2024/11/30, 77, 63, 20, 3, 22, 3
2024/12/1, 77, 67, 7, 4, 20, 2
2024/12/2, 85, 62, 9, 3, 5, 3
2024/12/3, 77, 58, 21, 3, 6, 3
2024/12/4, 71, 64, 14, 4, 9, 5
2024/12/5, 80, 60, 13, 5, 5, 4
2024/12/6, 72, 62, 9, 4, 5, 3
2024/12/7, 76, 62, 17, 4, 5, 2
2024/12/8, 70, 60, 16, 4, 4, 4
2024/12/9, 70, 61, 24, 3, 6, 3
2024/12/10, 71, 60, 24, 3, 7, 3
2024/12/11, 72, 62, , 3, 6, 3
2024/12/12, 77, 63, 17, 3, 5, 4
2024/12/13, 78, 67, 13, 4, 6, 4
2024/12/14, 87, 68, 13, 4, 6, 5
2024/12/15, 87, 57, 16, 4, 6, 4
2024/12/16, 70, 60, 24, 4, 6, 7
2024/12/17, 75, 65, 23, 3, 5, 7
2024/12/18, 81, 63, 14, 3, 4, 5
2024/12/19, 75, 60, 27, 4, 3, 4
2024/12/20, 66, 56, 6, 4, 4, 8
2024/12/21, 60, 56, 4, 4, 4, 2
2024/12/22, 60, 56, 5, 4, 4, 4
2024/12/23, 60, 56, 4, 4, 4, 3
2024/12/24, 60, , , , , 
2024/12/26, 70, 64, 15, 4, 4, 3
2024/12/27, 72, 63, 14, 4, 4, 6
2024/12/28, 71, 64, 22, 4, 4, 4
2024/12/29, 75, , , , , 
2024/7/1, 85, 64, 21, 3, 5, 4
2024/7/2, 85, 63, 28, 3, 6, 4
2024/7/3, 83, 61, 19, 3, 4, 4
2024/7/4, 78, 59, 15, 4, 4, 5
2024/7/5, 73, 60, 24, 3, 3, 3
2024/7/6, 75, 62, 19, 3, 4, 3
2024/7/7, 77, 60, 17, 3, 5, 3
2024/7/8, 72, 63, 8, 4, 4, 3
2024/7/9, 81, , , , , 
2024/7/11, 60, 62, 7, 3, 4, 4
2024/7/12, 75, 60, 7, 3, 3, 3
2024/7/13, 69, , , , , 
2024/7/15, 75, , , , , 
2024/7/17, 81, , , , , 
2024/7/19, 62, 54, 8, 4, 3, 4
2024/7/20, 64, , , , , 
2024/7/22, 77, 63, 19, 3, 4, 4
2024/7/23, 82, 59, 15, 3, 4, 4
2024/7/24, 74, 58, 15, 3, 5, 4
2024/7/25, 69, , , , , 
2024/7/27, 69, 57, 17, 4, 4, 3
2024/7/28, 63, 60, 18, 3, 3, 3
2024/7/29, 75, 60, 17, 3, 3, 4
2024/7/30, 82, 64, 17, 5, 4, 5
2024/7/31, 88, , , , , 
2024/8/2, 75, , , , , 
2024/8/5, 83, 62, 14, 4, 4, 5
2024/8/6, 81, 62, 16, 4, 3, 4
2024/8/7, 78, 64, 10, 3, 3, 3
2024/8/8, 76, 61, 5, 3, 4, 3
2024/8/9, 65, 63, 5, 3, 3, 3
2024/8/10, 83, 63, 2, 4, 4, 3
2024/8/11, 86, 61, 2, 3, 3, 3
2024/8/12, 84, 61, 9, 3, 3, 3
2024/8/13, 82, 61, 14, 4, 4, 4
2024/8/14, 81, , , , , 
2024/8/16, 82, 65, 6, 3, 5, 4
2024/8/17, 85, , , , , 
2024/8/19, 78, 61, 14, 4, 6, 3
2024/8/20, 77, 61, 14, 4, 6, 3
2024/8/21, 78, 58, 12, 3, 5, 3
2024/8/22, 74, , , , , 
2024/8/27, 75, 60, 113, 4, 2, 3
2024/8/28, 73, 59, 25, 3, 2, 4
2024/8/29, 76, 63, 21, 4, 2, 4
2024/8/30, 80, 59, 22, 4, 2, 4
2024/8/31, 73, 58, 23, 4, 2, 4
2024/9/1, 74, 55, 85, 4, 3, 3
2024/9/2, 74, 57, 25, 3, 3, 4
2024/9/3, 73, 59, 26, 3, 4, 4
2024/9/4, 67, 58, 23, 2, 3, 4
2024/9/5, 68, 60, 26, 3, 4, 3
2024/9/6, 74, 58, 23, 4, 5, 4
2024/9/7, 69, 57, 19, 3, 5, 3
2024/9/8, 69, 61, 12, 3, 4, 4
2024/9/9, 72, 62, , 3, 3, 4
2024/9/10, 77, 63, 16, 3, 3, 3
2024/9/11, 85, 67, 9, 3, 7, 1
2024/9/12, 83, 65, 8, 3, 10, 
2024/9/13, 71, 59, 12, 2, 7, 
2024/9/14, 64, , , , , 
2024/9/17, 63, 59, 8, 2, , 1
2024/9/18, 64, 61, 13, 2, 13, 
2024/9/19, 72, 63, 13, 2, 11, 
2024/9/20, 77, 56, 13, 4, , 
2024/9/21, 65, 56, 13, 4, , 
2024/9/22, 65, 61, 13, 4, 5, 2
2024/9/23, 73, 63, 13, 4, 5, 3
2024/9/24, 75, 63, 13, 4, 2, 3
2024/9/25, 75, 62, 13, 4, 2, 3
2024/9/26, 75, 63, 14, 3, 6, 1
2024/9/27, 80, 64, 12, 3, 15, 
2024/9/28, 87, 64, 15, 3, 44, 3
2024/9/29, 87, 63, 11, 3, 20, 1
2024/9/30, 84, 60, 17, 3, 18, 1
2024/4/1, 66, , , , , 
2024/4/3, 72, 59, 13, 3, , 6
2024/4/4, 72, 56, 21, 2, , 3
2024/4/5, 66, , , , , 
2024/4/7, 79, 57, 8, 3, 6, 5
2024/4/8, 70, , , , , 
2024/4/10, 73, 65, 12, 4, 4, 5
2024/4/11, 77, , , , , 
2024/4/13, 77, 62, 12, 3, 4, 5
2024/4/14, 70, 60, 21, 2, 4, 5
2024/4/15, 70, 57, 10, 3, 4, 4
2024/4/16, 62, 57, 21, 3, 4, 4
2024/4/17, 65, 62, 17, 3, 4, 4
2024/4/18, 75, 62, 14, 3, 4, 4
2024/4/19, 71, , , , , 
2024/4/22, 73, 61, 22, 3, 3, 3
2024/4/23, 69, 56, 24, 3, 4, 3
2024/4/24, 57, 63, 26, 3, 3, 2
2024/4/25, 68, , , , , 
2024/4/27, 74, 55, 20, 3, 4, 41
2024/4/28, 68, 60, 20, 2, 2, 1
2024/4/29, 73, 65, 20, 2, 5, 4
2024/4/30, 79, 63, 24, 3, 3, 4
2024/5/1, 81, 57, 24, 3, 2, 6
2024/5/2, 76, 63, 26, 3, 3, 2
2024/5/3, 79, 61, 27, 3, 3, 18
2024/5/4, 82, , , , , 
2024/5/6, 67, 57, 42, 4, 4, 1
2024/5/7, 67, 61, 39, 3, 6, 25
2024/5/8, 80, 63, 46, 3, 5, 2
2024/5/9, 84, 62, 32, 2, 5, 5
2024/5/10, 86, 64, 61, 3, 4, 5
2024/5/11, 90, , , , , 
2024/5/13, 78, 63, 52, 3, 3, 6
2024/5/14, 83, 66, 44, 4, 4, 6
2024/5/15, 89, 59, 38, 3, 4, 3
2024/5/16, 67, 58, 40, 3, 3, 3
2024/5/17, 68, 61, 20, 3, 4, 5
2024/5/18, 78, , , , , 
2024/5/20, 79, 57, 19, 3, 4, 3
2024/5/21, 69, 63, 22, 3, 4, 5
2024/5/22, 75, 67, 9, 3, 4, 5
2024/5/23, 79, 60, 18, 4, 4, 5
2024/5/24, 76, 62, 22, 4, 4, 4
2024/5/25, 79, , , , , 
2024/5/28, 81, 66, 14, 3, 4, 4
2024/5/29, 84, 60, 26, 3, 4, 4
2024/5/30, 75, 60, 21, 3, 4, 3
2024/5/31, 75, 61, 40, 4, 6, 5
2024/6/1, 66, 63, 14, 3, 6, 4
2024/6/2, 70, 54, 18, 4, 8, 6
2024/6/3, 58, 61, 13, 3, 6, 5
2024/6/4, 71, 62, 18, 3, 6, 4
2024/6/5, 82, 59, 16, 4, 6, 5
2024/6/6, 87, 58, 15, 3, 4, 4
2024/6/7, 80, 60, 21, 4, 4, 5
2024/6/8, 83, 61, 15, 4, 4, 5
2024/6/9, 83, 63, 16, 4, 5, 3
2024/6/10, 87, 60, 18, 4, 5, 3
2024/6/11, 80, 64, 19, 4, 6, 5
2024/6/12, 84, 57, 7, 5, 7, 6
2024/6/13, 70, 65, 4, 4, 6, 6
2024/6/14, 78, 59, 4, 4, 4, 4
2024/6/15, 70, , , , , 
2024/6/17, 81, , , , , 
2024/6/19, 82, 60, 14, 4, 5, 6
2024/6/20, 79, 63, 18, 4, 4, 6
2024/6/21, 81, 62, 21, 3, 4, 6
2024/6/22, 77, 60, 19, 2, 4, 4
2024/6/23, 74, 63, 22, 3, 4, 4
2024/6/24, 84, 61, 20, 4, 6, 3
2024/6/25, 82, 59, 24, 4, 6, 4
2024/6/26, 76, 61, 23, 4, 4, 4
2024/6/27, 70, 59, 17, 4, 4, 4
2024/6/28, 75, 62, 17, 4, 5, 4
2024/6/29, 81, 64, 20, 4, 5, 3
2024/6/30, 90, 63, 23, 4, 5, 3
2024/1/1, 69, 58, 19, 2, 3, 4
2024/1/2, 71, 60, 21, 3, 4, 5
2024/1/3, 76, 59, 18, 3, 3, 4
2024/1/4, 72, 59, 19, 3, 4, 3
2024/1/5, 72, 61, 12, 2, 3, 3
2024/1/6, 73, 62, 14, 2, 3, 3
2024/1/7, 75, 61, 15, 2, 4, 4
2024/1/8, 75, 62, 16, 2, 4, 4
2024/1/9, 78, 62, 18, 3, 3, 3
2024/1/10, 76, 63, 25, 3, 4, 4
2024/1/11, 77, 61, 16, 2, 3, 4
2024/1/12, 74, 59, 5, 2, 3, 4
2024/1/13, 72, 59, , 2, 3, 5
2024/1/14, 72, 59, 16, 2, 3, 4
2024/1/15, 72, 59, 16, 2, 3, 4
2024/1/16, 72, 58, 17, 2, 3, 4
2024/1/17, 71, 59, 14, 3, 4, 5
2024/1/18, 72, 60, 9, 3, 4, 5
2024/1/19, 76, 56, 17, 3, 4, 4
2024/1/20, 69, 59, 15, 4, 5, 4
2024/1/21, 75, 62, 14, 2, 4, 4
2024/1/22, 68, 63, 11, 2, 4, 4
2024/1/23, 70, 52, 19, 2, 5, 4
2024/1/24, 72, 61, 23, 3, 4, 3
2024/1/25, 67, 62, 22, 3, 4, 3
2024/1/26, 68, 58, 17, 3, 3, 3
2024/1/27, 65, 60, 9, 3, 4, 5
2024/1/28, 70, 59, 17, 3, 3, 5
2024/1/29, 72, 58, 23, 3, 5, 4
2024/1/30, 72, 56, 19, 3, 5, 3
2024/1/31, 67, 57, 21, 3, 8, 3
2024/2/1, 69, 62, 15, 3, 7, 3
2024/2/2, 75, 61, 7, 4, 6, 5
2024/2/3, 62, 58, 10, 3, 9, 6
2024/2/4, 69, 62, 19, 3, 12, 3
2024/2/5, 69, 61, 16, 3, 5, 3
2024/2/6, 71, 52, 17, 3, 8, 5
2024/2/7, 56, 53, 15, 3, 6, 4
