date, pm25, pm10, o3, no2, so2, co
2025/6/7, 114, 64, 9, 4, , 7
2025/6/8, 95, 59, 9, 4, , 8
2025/6/9, 72, 62, 9, 3, 1, 9
2025/6/10, 89, 65, 10, 3, 1, 6
2025/6/11, 99, 77, 9, 4, 2, 4
2025/6/12, 117, 78, 9, 4, 2, 3
2025/6/13, 139, 58, 9, 3, 1, 5
2025/6/14, 71, 51, 9, 3, 1, 10
2025/6/15, 31, 52, 9, 3, 1, 10
2025/6/16, 37, 68, 9, 3, 1, 8
2025/6/17, 90, 56, 9, 2, 1, 9
2025/6/18, 59, 53, 9, 2, 1, 11
2025/6/19, 43, 55, 9, 3, 1, 10
2025/6/20, 50, 70, 18, 3, 2, 10
2025/6/21, 147, 70, 9, 2, 1, 10
2025/6/22, 146, 70, 9, 2, 1, 11
2025/6/23, 146, 68, 9, 2, 1, 13
2025/6/24, 142, 69, 9, 2, 1, 12
2025/6/25, 143, 68, 11, 5, 3, 7
2025/6/26, 138, , 6, , , 14
2025/6/28, 141, 69, 9, 2, 1, 14
2025/6/29, 144, 68, 9, 2, 1, 12
2025/6/30, 138, 67, 9, 2, 1, 10
2025/1/1, 163, 106, 7, 40, 2, 8
2025/1/2, 150, 106, 10, 43, 4, 10
2025/1/3, 152, 109, 11, 41, 2, 12
2025/1/4, 152, 111, 8, 34, 1, 9
2025/1/5, 156, 102, 11, 39, 3, 9
2025/1/6, 159, 107, 11, 38, 2, 48
2025/1/7, 161, 110, 12, 41, 2, 3
2025/1/8, 163, 109, 12, 40, 2, 4
2025/1/9, 160, 110, 9, 43, 1, 2
2025/1/10, 163, 114, 7, 53, 2, 4
2025/1/11, 163, 101, 8, 46, 1, 2
2025/1/12, 157, 105, 8, 44, 1, 2
2025/1/13, 159, 102, 8, 45, 2, 4
2025/1/14, 158, 84, 8, 44, 2, 3
2025/1/15, 124, 94, 8, 45, 2, 3
2025/1/16, 152, 110, 11, 43, 2, 3
2025/1/17, 162, 113, 9, 43, 2, 3
2025/1/18, 163, 110, 9, 42, 1, 2
2025/1/19, 162, 103, 32, 45, 2, 4
2025/1/20, 154, 107, 137, 48, 25, 26
2025/1/21, 152, 108, 88, 45, 2, 1
2025/1/22, 161, 100, 4, 40, 4, 3
2025/1/23, 156, 90, 16, 42, 1, 1
2025/1/24, 138, 84, 18, 40, 2, 2
2025/1/25, 122, 102, 18, 43, 1, 
2025/1/26, 148, 91, 10, 41, 2, 1
2025/1/27, 148, 96, 11, 39, 2, 1
2025/1/28, 155, 89, 7, 40, 1, 1
2025/1/29, 152, 94, 9, 38, 2, 2
2025/1/30, 156, 90, 11, 41, 2, 1
2025/1/31, 148, 83, 11, 38, 1, 1
2025/2/1, 120, 84, 12, 40, 1, 1
2025/2/2, 120, 78, 11, 40, 2, 1
2025/2/3, 102, 95, 14, 41, 2, 1
2025/2/4, 141, 96, 4, 39, 1, 1
2025/2/5, 137, 95, 11, 42, 2, 1
2025/2/6, 137, 103, 9, 40, 2, 1
2025/2/7, 158, 99, 7, 43, 1, 1
2025/2/8, 155, 109, 14, 45, 2, 1
2025/2/9, 159, 99, 6, 43, 2, 1
2025/2/10, 154, 104, 9, 40, 1, 1
2025/2/11, 159, 98, 7, 36, 2, 1
2025/2/12, 156, 93, 9, 36, 1, 1
2025/2/13, 144, 109, 3, 38, 1, 1
2025/2/14, 163, 104, 11, 52, 3, 2
2025/2/15, 145, 104, 15, 48, 1, 1
2025/2/16, 149, 87, 6, 43, 2, 1
2025/2/17, 132, 89, 4, 39, 2, 1
2025/2/18, 141, 85, 4, 35, 1, 
2025/2/19, 140, 99, 7, 39, 1, 1
2025/2/20, 155, 99, 10, 41, 2, 1
2025/2/21, 142, 96, 10, 36, 1, 1
2025/2/22, 137, 99, 9, 42, 1, 1
2025/2/23, 134, 97, 11, 43, 2, 1
2025/2/24, 133, 87, 6, 41, 1, 1
2025/2/25, 114, 90, 4, 42, 1, 
2025/2/26, 138, 89, 2, 43, 1, 1
2025/2/27, 139, 102, 9, 46, 2, 3
2025/2/28, 154, 94, 9, 43, 1, 1
2025/3/1, 132, 83, 10, 40, 1, 1
2025/3/2, 102, 85, 9, 34, 1, 
2025/3/3, 121, 106, 10, 46, 2, 1
2025/3/4, 147, 107, 10, 37, 2, 1
2025/3/5, 142, 88, 10, 40, 3, 2
2025/3/6, 88, 97, 10, 48, 2, 1
2025/3/7, 118, 106, 10, 50, 2, 1
2025/3/8, 164, 96, 10, 42, 2, 1
2025/3/9, 164, 76, 10, 38, 1, 1
2025/3/10, 160, 98, 9, 40, 1, 1
2025/3/11, 164, 104, 10, 43, 1, 1
2025/3/12, 162, 83, 10, 34, 1, 1
2025/3/13, 162, 83, 10, 37, 2, 1
2025/3/14, 163, 83, 10, 38, 2, 1
2025/3/15, 163, 81, 10, 40, 2, 1
2025/3/16, 161, 78, 9, 36, 1, 1
2025/3/17, 162, 86, 10, 37, 1, 1
2025/3/18, 162, 78, 10, 35, 1, 1
2025/3/19, 157, 59, 9, 30, 2, 1
2025/3/20, 148, 66, 10, 30, 2, 1
2025/3/21, 152, 50, 9, 32, 1, 1
2025/3/22, 148, 109, 9, 39, 3, 2
2025/3/23, 165, 101, 9, 36, 1, 1
2025/3/24, 161, 96, 9, 38, 1, 1
2025/3/25, 162, 99, 10, 37, 2, 1
2025/3/26, 162, 93, 10, 39, 1, 1
2025/3/27, 162, 101, 10, 45, 2, 1
2025/3/28, 163, 99, 9, 41, 1, 1
2025/3/29, 162, 96, 9, 41, 1, 1
2025/3/30, 162, 102, 9, 38, 2, 1
2025/3/31, 163, 106, 9, 38, 1, 1
2024/10/1, 85, 39, 9, 4, 6, 5
2024/10/2, 40, 35, 12, 4, 8, 5
2024/10/3, 55, 32, 16, 3, 7, 5
2024/10/4, 66, 44, 10, 4, 7, 9
2024/10/5, 78, 83, 8, 7, 8, 10
2024/10/6, 106, 106, 13, 7, 7, 8
2024/10/7, 118, 106, 7, 7, 9, 8
2024/10/8, 101, 111, 7, 7, 2, 10
2024/10/9, 81, 74, 8, 6, 7, 8
2024/10/10, 58, 49, 8, 5, 8, 7
2024/10/11, 40, 81, 7, 5, 7, 8
2024/10/12, 64, 112, 7, 6, 7, 9
2024/10/13, 126, 88, 7, 6, 7, 8
2024/10/14, 100, 99, 8, 6, 7, 8
2024/10/15, 92, 60, 9, 6, 21, 7
2024/10/16, 73, 67, 8, 5, 2, 6
2024/10/17, 60, 87, 8, 5, 7, 8
2024/10/18, 68, 106, 8, 6, 8, 6
2024/10/19, 77, 91, 7, 5, 7, 6
2024/10/20, 70, 97, 9, 7, 7, 6
2024/10/21, 86, 77, 8, 17, 2, 6
2024/10/22, 78, 73, 12, 30, 9, 8
2024/10/23, 112, 79, 12, 25, 7, 8
2024/10/24, 145, 68, 13, 23, 2, 6
2024/10/25, 133, 75, 12, 25, 7, 7
2024/10/26, 115, 76, 9, 26, 6, 8
2024/10/27, 123, 97, 15, 32, 8, 9
2024/10/28, 150, 78, 16, 34, 2, 10
2024/10/29, 149, 88, 12, 31, 7, 8
2024/10/30, 146, 112, 8, 33, 7, 7
2024/10/31, 111, 103, 10, 28, 6, 7
2024/11/1, 114, 104, 9, 31, 7, 8
2024/11/2, 144, 84, 7, 33, 6, 8
2024/11/3, 119, 93, 11, 34, 7, 8
2024/11/4, 126, 101, 12, 36, 7, 9
2024/11/5, 143, 103, 13, 35, 6, 9
2024/11/6, 147, 103, 12, 34, 6, 9
2024/11/7, 144, 92, 8, 29, 1, 7
2024/11/8, 148, , , , , 
2024/11/12, 161, 112, 10, 38, 2, 8
2024/11/13, 162, 108, 9, 34, 2, 9
2024/11/14, 126, 106, 8, 36, 2, 8
2024/11/15, 154, 110, 11, 40, 2, 9
2024/11/16, 163, 109, 9, 37, 2, 8
2024/11/17, 162, 112, 12, 40, 1, 8
2024/11/18, 162, 111, 12, 37, 2, 8
2024/11/19, 164, 112, 11, 38, 2, 8
2024/11/20, 163, 112, 14, 38, 2, 8
2024/11/21, 163, 112, 13, 38, 1, 9
2024/11/22, 162, 112, 13, 36, 2, 10
2024/11/23, 162, 112, 9, 36, 1, 9
2024/11/24, 163, 110, 9, 40, 1, 9
2024/11/25, 162, 110, 8, 33, 2, 9
2024/11/26, 162, 111, 10, 42, 2, 9
2024/11/27, 163, 110, 9, 41, 1, 7
2024/11/28, 163, 107, 9, 39, 1, 8
2024/11/29, 163, 110, 8, 42, 1, 10
2024/11/30, 161, 105, 8, 32, 1, 9
2024/12/1, 151, 43, 7, 30, 2, 8
2024/12/2, 70, 84, 8, 33, 2, 10
2024/12/3, 103, 107, 7, 33, 2, 9
2024/12/4, 114, 108, 7, 38, 1, 10
2024/12/5, 140, 97, 7, 37, 1, 9
2024/12/6, 119, 89, 7, 33, 1, 7
2024/12/7, 119, 67, 7, 32, 2, 8
2024/12/8, 77, 98, 7, 37, 2, 8
2024/12/9, 148, 110, 10, 41, 2, 10
2024/12/10, 159, 112, 8, 46, 1, 8
2024/12/11, 160, 104, 15, 40, 2, 8
2024/12/12, 154, 113, 15, 50, 1, 11
2024/12/13, 162, 113, 12, 53, 1, 9
2024/12/14, 162, 110, 9, 43, 2, 9
2024/12/15, 163, 112, 10, 44, 2, 10
2024/12/16, 163, 108, 9, 45, 3, 12
2024/12/17, 154, 110, 12, 40, 2, 12
2024/12/18, 162, 110, 10, 40, 1, 10
2024/12/19, 149, 87, 11, 39, , 9
2024/12/20, 122, 97, 10, 34, 2, 11
2024/12/21, 143, 101, 8, 37, 1, 8
2024/12/22, 147, 96, 9, 40, 1, 8
2024/12/23, 140, 101, 9, 41, 1, 9
2024/12/24, 136, 63, 7, 37, 1, 8
2024/12/25, 62, 55, 7, 33, 1, 8
2024/12/26, 74, 79, 8, 35, 2, 8
2024/12/27, 107, 100, 8, 35, 2, 10
2024/12/28, 141, 101, 7, 43, 1, 9
2024/12/29, 137, , , , , 
2024/7/1, 29, 15, 7, 3, 6, 3
2024/7/2, 27, 6, 7, 3, 8, 4
2024/7/3, 25, 9, 7, 3, 12, 3
2024/7/4, 22, 13, 7, 4, , 4
2024/7/5, 33, 9, 6, 3, , 3
2024/7/6, 24, 7, 7, 3, , 3
2024/7/7, 30, 7, 7, 4, 6, 3
2024/7/8, 28, 4, 7, 4, , 2
2024/7/9, 24, , , , , 
2024/7/11, 18, 12, 7, 3, , 3
2024/7/12, 71, 7, 7, 4, 1, 3
2024/7/13, 19, 3, 7, 4, 9, 3
2024/7/14, 14, 10, 7, 4, , 4
2024/7/15, 10, 10, 7, 5, , 3
2024/7/16, 17, 9, 8, 3, 1, 1
2024/7/17, 15, 8, 7, 4, 1, 3
2024/7/18, 11, 9, 8, 3, , 2
2024/7/19, 20, 6, 7, 3, 8, 4
2024/7/20, 14, 9, 6, 4, 15, 2
2024/7/21, 16, 11, 30, 4, 5, 3
2024/7/22, 12, 9, 6, 3, , 2
2024/7/23, 9, 9, 7, 3, 13, 2
2024/7/24, 15, 5, 7, 3, 1, 2
2024/7/25, 10, 12, 8, 3, 1, 2
2024/7/26, 25, 14, 7, 3, 6, 3
2024/7/27, 18, 16, 7, 4, 7, 3
2024/7/28, 22, 13, 7, 4, 10, 4
2024/7/29, 21, , , , , 
2024/7/31, 26, 14, 8, 4, 7, 4
2024/8/1, 21, 11, 8, 3, 6, 3
2024/8/2, 11, 14, 9, 3, 6, 3
2024/8/3, 16, 16, 7, 4, 7, 4
2024/8/4, 18, 18, 8, 4, 7, 3
2024/8/5, 26, 15, 7, 4, 7, 3
2024/8/6, 28, 14, 7, 4, 7, 3
2024/8/7, 21, 19, 7, 4, 8, 5
2024/8/8, 26, 26, 10, 4, 7, 3
2024/8/9, 41, 17, 9, 3, 7, 4
2024/8/10, 24, 23, 9, 3, 13, 3
2024/8/11, 28, 33, 8, 4, 7, 5
2024/8/12, 42, 97, 9, 6, 7, 7
2024/8/13, 73, 105, 9, 8, 8, 8
2024/8/14, 104, 89, 7, 8, 7, 8
2024/8/15, 86, 111, 9, 5, 2, 7
2024/8/16, 65, 96, 9, 7, 8, 8
2024/8/17, 85, 67, 8, 7, 7, 8
2024/8/18, 82, , , , , 
2024/8/20, 62, 68, 8, 7, 7, 8
2024/8/21, 67, 66, 8, 5, 7, 5
2024/8/22, 38, 23, 8, 3, 7, 3
2024/8/23, 14, 10, 7, 3, 9, 3
2024/8/24, 11, 12, 6, 3, 7, 4
2024/8/25, 14, 10, 7, 2, 5, 3
2024/8/26, 11, 10, 9, 2, 7, 3
2024/8/27, 13, 12, 8, 3, 7, 4
2024/8/28, 16, 14, 7, 3, 7, 4
2024/8/29, 16, 20, 7, 4, 7, 4
2024/8/30, 23, 13, 7, 3, 7, 4
2024/8/31, 22, 6, 7, 3, 7, 3
2024/9/1, 13, 7, 7, 1, 7, 4
2024/9/2, 12, 16, 7, 2, 7, 4
2024/9/3, 69, 15, 7, 3, 7, 3
2024/9/4, 49, 11, 7, 2, 3, 4
2024/9/5, 28, 10, 8, 3, 7, 5
2024/9/6, 41, 14, 7, 3, 5, 4
2024/9/7, 37, 13, 6, 4, 7, 4
2024/9/8, 28, 13, 10, 3, 7, 3
2024/9/9, 25, 14, 9, 3, 7, 3
2024/9/10, 23, 17, 9, 3, 8, 3
2024/9/11, 24, 19, 8, 4, 11, 2
2024/9/12, 45, 30, 10, 4, 7, 3
2024/9/13, 86, 34, 9, 4, 7, 4
2024/9/14, 73, 26, 8, 4, 7, 5
2024/9/15, 61, 23, 14, 4, 5, 4
2024/9/16, 59, , , , , 
2024/9/18, 76, 53, 13, 6, 7, 6
2024/9/19, 93, 48, 12, 5, 7, 5
2024/9/20, 87, 26, 10, 5, 8, 4
2024/9/21, 63, 40, 19, 7, 6, 9
2024/9/22, 83, 36, 9, 5, 10, 7
2024/9/23, 90, 23, 8, 3, 10, 6
2024/9/24, 59, 16, 10, 2, 7, 3
2024/9/25, 38, 15, 9, 2, 7, 4
2024/9/26, 28, 19, 8, 2, 7, 4
2024/9/27, 27, 20, 10, 2, 7, 4
2024/9/28, 27, 48, 7, 4, 7, 7
2024/9/29, 149, 49, 9, 5, 7, 6
2024/9/30, 119, 72, 8, 5, 7, 8
2024/4/1, 89, , , , , 
2024/4/3, 110, 73, 12, 9, , 7
2024/4/4, 88, 75, 26, 2, 1, 5
2024/4/5, 93, , , , , 
2024/4/7, 93, 90, 8, 11, 2, 8
2024/4/8, 135, 101, 9, 9, 1, 6
2024/4/9, 106, 94, 13, 10, , 8
2024/4/10, 104, 77, 9, 10, 7, 7
2024/4/11, 82, , , , , 
2024/4/13, 96, 94, 9, 11, 15, 8
2024/4/14, 103, 98, 10, 12, 7, 9
2024/4/15, 116, 76, 10, 12, 9, 9
2024/4/16, 104, 63, 13, 10, 5, 7
2024/4/17, 102, 79, 19, 9, 5, 8
2024/4/18, 126, 68, 14, 9, 7, 8
2024/4/19, 114, 80, 8, 11, 1, 9
2024/4/20, 121, 78, 15, 10, 2, 10
2024/4/21, 117, 88, 13, 10, , 7
2024/4/22, 112, 86, 10, 12, 7, 7
2024/4/23, 95, 65, 14, 11, 1, 7
2024/4/24, 95, 95, 11, 13, 1, 9
2024/4/25, 117, , , , , 
2024/4/27, 137, 81, 13, 12, 7, 7
2024/4/28, 115, 86, 13, 11, 6, 7
2024/4/29, 98, 55, 13, 9, 1, 6
2024/4/30, 81, 60, 16, 8, 7, 8
2024/5/1, 102, 70, 21, 8, 7, 9
2024/5/2, 100, 75, 17, 11, 13, 9
2024/5/3, 111, 79, 15, 10, 6, 7
2024/5/4, 105, 68, 18, 9, 10, 7
2024/5/5, 102, 87, 25, 10, , 8
2024/5/6, 118, 57, 14, 8, 14, 7
2024/5/7, 73, 37, 15, 8, 6, 5
2024/5/8, 56, 64, 16, 9, 11, 5
2024/5/9, 72, 46, 11, 9, 27, 5
2024/5/10, 84, 99, 12, 11, 1, 7
2024/5/11, 92, , , , , 
2024/5/13, 57, 87, 18, 10, , 7
2024/5/14, 95, 114, 5, 13, , 9
2024/5/15, 88, 35, 9, 5, 1, 5
2024/5/16, 56, 64, 8, 8, 12, 7
2024/5/17, 64, 89, 8, 8, 1, 7
2024/5/18, 69, 58, 7, 8, 4, 7
2024/5/19, 102, 37, 11, 6, , 5
2024/5/20, 162, 86, 9, 7, 18, 7
2024/5/21, 149, 97, 9, 9, 10, 7
2024/5/22, 91, 56, 9, 9, 9, 8
2024/5/23, 84, 43, 8, 6, , 6
2024/5/24, 75, 44, 9, 5, 8, 5
2024/5/25, 83, 24, 8, 5, , 4
2024/5/26, 65, 24, 10, 4, 41, 4
2024/5/27, 76, 37, 9, 4, , 3
2024/5/28, 72, 38, 10, 3, 1, 4
2024/5/29, 59, 38, 10, 4, 5, 4
2024/5/30, 64, 51, 10, 4, 10, 6
2024/5/31, 77, 112, 9, 14, 1, 10
2024/6/1, 155, 24, 10, 5, 1, 3
2024/6/2, 42, 36, 10, 7, 1, 6
2024/6/3, 60, 29, 9, 5, 1, 6
2024/6/4, 57, 12, 11, 4, 8, 5
2024/6/5, 46, 26, 7, 4, , 6
2024/6/6, 76, 29, 8, 5, 18, 6
2024/6/7, 60, 54, 7, 6, 24, 7
2024/6/8, 68, 17, 6, 4, , 5
2024/6/9, 34, 12, 14, 4, 8, 4
2024/6/10, 43, 7, 10, 4, 7, 4
2024/6/11, 33, 23, 10, 3, , 3
2024/6/12, 39, 8, 9, 4, 2, 3
2024/6/13, 40, 6, 8, 4, 11, 3
2024/6/14, 22, 4, 8, 3, 13, 3
2024/6/15, 18, 5, 8, 3, , 4
2024/6/16, 23, 7, 6, 6, , 8
2024/6/17, 43, 5, 7, 4, , 3
2024/6/18, 26, 10, 8, 3, , 3
2024/6/19, 31, 13, 10, 3, 2, 2
2024/6/20, 35, 28, 7, 2, 12, 3
2024/6/21, 56, 15, 8, 2, , 3
2024/6/22, 43, 13, 9, 2, 10, 5
2024/6/23, 48, 7, 8, 2, , 4
2024/6/24, 23, 8, 10, 2, 7, 4
2024/6/25, 54, 7, 8, 3, 7, 4
